name,HOMFLY
11a_257,(2*v^(-4)-6*v^(-2)+7-2*v^2)+(3*v^(-4)-13*v^(-2)+15-5*v^2)*z^2+(v^(-4)-9*v^(-2)+14-4*v^2)*z^4+(-2*v^(-2)+6-v^2)*z^6+(1)*z^8
11a_258,(2*v^(-4)-4*v^(-2)+2+2*v^2-v^4)+(v^(-4)-6*v^(-2)+3+3*v^2-2*v^4)*z^2+(-2*v^(-2)+3+3*v^2-v^4)*z^4+(1+v^2)*z^6
11a_259,(4*v^4-6*v^6+5*v^8-2*v^10)+(8*v^4-13*v^6+12*v^8-3*v^10)*z^2+(5*v^4-13*v^6+9*v^8-v^10)*z^4+(v^4-6*v^6+2*v^8)*z^6+(-v^6)*z^8
11a_260,(2*v^2-v^4-2*v^6+4*v^8-2*v^10)+(3*v^2-2*v^4-3*v^6+6*v^8-v^10)*z^2+(v^2-3*v^4-3*v^6+2*v^8)*z^4+(-v^4-v^6)*z^6
11a_261,(v^(-8)-2*v^(-6)+2*v^(-2))+(2*v^(-8)-7*v^(-6)+6*v^(-4)-v^(-2))*z^2+(v^(-8)-7*v^(-6)+9*v^(-4)-3*v^(-2))*z^4+(-2*v^(-6)+5*v^(-4)-v^(-2))*z^6+(v^(-4))*z^8
11a_262,(v^(-8)-2*v^(-6)+v^(-4)+1)+(v^(-8)-4*v^(-6)+2*v^(-4)+v^(-2)-1)*z^2+(-2*v^(-6)+2*v^(-4)+2*v^(-2)-1)*z^4+(v^(-4)+v^(-2))*z^6
11a_263,(8*v^8-11*v^10+5*v^12-v^14)+(20*v^8-13*v^10+v^12)*z^2+(18*v^8-3*v^12)*z^4+(7*v^8+4*v^10-v^12)*z^6+(v^8+v^10)*z^8
11a_264,(v^2+v^4-v^6)+(2-5*v^2+7*v^4-2*v^6)*z^2+(3-9*v^2+7*v^4-v^6)*z^4+(1-5*v^2+2*v^4)*z^6+(-v^2)*z^8
11a_265,(1-v^2+2*v^4-v^6)+(v^(-2)-1-2*v^2+4*v^4-v^6)*z^2+(v^(-2)-2-2*v^2+2*v^4)*z^4+(-1-v^2)*z^6
11a_266,(-v^(-4)+3*v^(-2)-2+v^2)+(1-v^2)*z^2+(v^(-4)-4*v^(-2)+6-2*v^2)*z^4+(-2*v^(-2)+4-v^2)*z^6+(1)*z^8
11a_267,(1)+(-v^(-6)+3*v^(-4)-3*v^(-2)+1)*z^2+(-v^(-6)+5*v^(-4)-6*v^(-2)+2)*z^4+(2*v^(-4)-4*v^(-2)+1)*z^6+(-v^(-2))*z^8
11a_268,(2-2*v^2+v^4)+(-2*v^(-2)+7-9*v^2+3*v^4)*z^2+(-v^(-2)+7-10*v^2+3*v^4)*z^4+(2-5*v^2+v^4)*z^6+(-v^2)*z^8
11a_269,(v^(-2)-v^2+v^4)+(-v^(-2)+4-8*v^2+3*v^4)*z^2+(-v^(-2)+6-10*v^2+3*v^4)*z^4+(2-5*v^2+v^4)*z^6+(-v^2)*z^8
11a_270,(v^(-2)-v^2+v^4)+(-v^(-4)+2*v^(-2)-1-3*v^2+v^4)*z^2+(2*v^(-2)-1-2*v^2+v^4)*z^4+(-1-v^2)*z^6
11a_271,(1+v^4-2*v^6+v^8)+(-2*v^2+5*v^4-5*v^6+v^8)*z^2+(-1+5*v^4-3*v^6)*z^4+(v^2+2*v^4)*z^6
11a_272,(2-2*v^2+v^4)+(-v^(-4)+v^(-2)+2-4*v^2+v^4)*z^2+(2*v^(-2)-2*v^2+v^4)*z^4+(-1-v^2)*z^6
11a_273,(v^(-8)-2*v^(-6)+2*v^(-2))+(v^(-8)-5*v^(-6)+4*v^(-4)+v^(-2)-1)*z^2+(-3*v^(-6)+5*v^(-4)+v^(-2)-1)*z^4+(2*v^(-4)+v^(-2))*z^6
11a_274,(2*v^(-4)-5*v^(-2)+5-v^2)+(2*v^(-4)-10*v^(-2)+11-4*v^2)*z^2+(v^(-4)-7*v^(-2)+11-3*v^2)*z^4+(-2*v^(-2)+5-v^2)*z^6+(1)*z^8
11a_275,(v^2+v^4-3*v^6+4*v^8-2*v^10)+(2*v^2+2*v^4-6*v^6+7*v^8-v^10)*z^2+(v^2-v^4-6*v^6+3*v^8)*z^4+(-v^4-2*v^6)*z^6
11a_276,(3*v^4-3*v^6+2*v^8-v^10)+(v^2+4*v^4-5*v^6+5*v^8-v^10)*z^2+(v^2-5*v^6+3*v^8)*z^4+(-v^4-2*v^6)*z^6
11a_277,(3-4*v^2+2*v^4)+(3-10*v^2+7*v^4-2*v^6)*z^2+(3-10*v^2+7*v^4-v^6)*z^4+(1-5*v^2+2*v^4)*z^6+(-v^2)*z^8
11a_278,(2*v^(-2)-2+v^4)+(v^(-2)-4-v^2+2*v^4-v^6)*z^2+(v^(-2)-2-v^2+2*v^4)*z^4+(-1-v^2)*z^6
11a_279,(2*v^(-4)-5*v^(-2)+5-v^2)+(v^(-4)-9*v^(-2)+10-v^2-2*v^4)*z^2+(-3*v^(-2)+8+2*v^2-v^4)*z^4+(2+v^2)*z^6
11a_280,(v^(-6)-v^(-4)-v^(-2)+2)+(-3*v^(-4)+3-v^2-v^4)*z^2+(2*v^(-2)+3+v^2)*z^4
11a_281,(-v^(-2)+5-5*v^2+2*v^4)+(-2*v^(-2)+9-12*v^2+4*v^4)*z^2+(-v^(-2)+7-11*v^2+3*v^4)*z^4+(2-5*v^2+v^4)*z^6+(-v^2)*z^8
11a_282,(1)+(2*v^(-4)-6*v^(-2)+6-2*v^2)*z^2+(3*v^(-4)-9*v^(-2)+7-v^2)*z^4+(v^(-4)-5*v^(-2)+2)*z^6+(-v^(-2))*z^8
11a_283,(v^(-8)-3*v^(-6)+2*v^(-4)+v^(-2))+(v^(-8)-6*v^(-6)+7*v^(-4)-1)*z^2+(-3*v^(-6)+6*v^(-4)+v^(-2)-1)*z^4+(2*v^(-4)+v^(-2))*z^6
11a_284,(1-v^2+2*v^4-v^6)+(1-4*v^2+6*v^4-2*v^6)*z^2+(2-6*v^2+6*v^4-v^6)*z^4+(1-4*v^2+2*v^4)*z^6+(-v^2)*z^8
11a_285,(1)+(-v^(-2)+1+v^2-v^4)*z^2+(v^(-4)-v^(-2)+2*v^2)*z^4+(-v^(-2)-1)*z^6
11a_286,(-v^(-2)+3-v^2)+(-2*v^(-2)+8-8*v^2+3*v^4)*z^2+(-v^(-2)+7-10*v^2+3*v^4)*z^4+(2-5*v^2+v^4)*z^6+(-v^2)*z^8
11a_287,(v^(-4)-2*v^(-2)+2)+(2*v^(-4)-6*v^(-2)+4-v^2)*z^2+(v^(-4)-6*v^(-2)+6-2*v^2)*z^4+(-2*v^(-2)+4-v^2)*z^6+(1)*z^8
11a_288,(-v^(-2)+3-v^2)+(-2*v^(-2)+6-4*v^2+v^4)*z^2+(-2*v^(-2)+7-5*v^2+v^4)*z^4+(-v^(-2)+4-2*v^2)*z^6+(1)*z^8
11a_289,(-v^(-2)+4-3*v^2+v^4)+(-3*v^(-2)+9-8*v^2+2*v^4)*z^2+(-3*v^(-2)+10-7*v^2+v^4)*z^4+(-v^(-2)+5-2*v^2)*z^6+(1)*z^8
11a_290,(-v^(-6)+2*v^(-4)-v^(-2)+1)+(-v^(-6)+6*v^(-4)-6*v^(-2)+1+v^2)*z^2+(3*v^(-4)-6*v^(-2)-1+v^2)*z^4+(-2*v^(-2)-1)*z^6
11a_291,(6*v^8-6*v^10+v^12)+(v^6+16*v^8-6*v^10-2*v^12)*z^2+(3*v^6+13*v^8+v^10-v^12)*z^4+(v^6+3*v^8+v^10)*z^6
11a_292,(2*v^6+v^8-2*v^10)+(6*v^6+5*v^8-2*v^10-v^12)*z^2+(v^4+4*v^6+4*v^8+v^10)*z^4
11a_293,(-4*v^(-6)+8*v^(-4)-4*v^(-2)+1)+(-5*v^(-6)+17*v^(-4)-11*v^(-2)+3)*z^2+(-4*v^(-6)+14*v^(-4)-9*v^(-2)+1)*z^4+(-v^(-6)+6*v^(-4)-2*v^(-2))*z^6+(v^(-4))*z^8
11a_294,(-2*v^(-6)+3*v^(-4))+(-2*v^(-6)+6*v^(-4)-2+v^2)*z^2+(-v^(-6)+3*v^(-4)+v^(-2)-2)*z^4+(v^(-4)+v^(-2))*z^6
11a_295,(-2*v^(-10)+4*v^(-8)-4*v^(-6)+3*v^(-4))+(-v^(-10)+8*v^(-8)-8*v^(-6)+4*v^(-4)+2*v^(-2))*z^2+(3*v^(-8)-7*v^(-6)-v^(-4)+v^(-2))*z^4+(-2*v^(-6)-v^(-4))*z^6
11a_296,(-v^(-10)+v^(-8)+v^(-2))+(3*v^(-8)-2*v^(-4)+2*v^(-2)+1)*z^2+(-2*v^(-6)-3*v^(-4)-v^(-2))*z^4
11a_297,(-v^(-6)+3*v^(-4)-3*v^(-2)+2)+(3*v^(-4)-4*v^(-2)+v^2)*z^2+(-v^(-6)+v^(-4)-v^(-2)-2)*z^4+(v^(-4)+v^(-2))*z^6
11a_298,(6*v^8-6*v^10+v^12)+(2*v^6+15*v^8-7*v^10-v^12)*z^2+(3*v^6+12*v^8-v^12)*z^4+(v^6+3*v^8+v^10)*z^6
11a_299,(2*v^6+v^8-2*v^10)+(v^4+5*v^6+4*v^8-v^10-v^12)*z^2+(v^4+3*v^6+3*v^8+v^10)*z^4
11a_300,(2*v^(-4)-4*v^(-2)+3)+(2*v^(-4)-9*v^(-2)+8-3*v^2)*z^2+(v^(-4)-7*v^(-2)+10-3*v^2)*z^4+(-2*v^(-2)+5-v^2)*z^6+(1)*z^8
11a_301,(-v^(-6)+v^(-4)+v^(-2))+(-v^(-6)+4*v^(-4)-2*v^(-2)+1)*z^2+(-v^(-6)+5*v^(-4)-6*v^(-2)+2)*z^4+(2*v^(-4)-4*v^(-2)+1)*z^6+(-v^(-2))*z^8
11a_302,(v^(-8)-2*v^(-6)+2*v^(-2))+(2*v^(-8)-5*v^(-6)+2*v^(-4)+v^(-2))*z^2+(v^(-8)-6*v^(-6)+5*v^(-4)-2*v^(-2))*z^4+(-2*v^(-6)+4*v^(-4)-v^(-2))*z^6+(v^(-4))*z^8
11a_303,(v^(-2)-2*v^2+3*v^4-v^6)+(v^(-2)-7*v^2+6*v^4-v^6)*z^2+(v^(-2)-1-6*v^2+3*v^4)*z^4+(-1-2*v^2)*z^6
11a_304,(v^2+2*v^4-5*v^6+5*v^8-2*v^10)+(2*v^2+3*v^4-9*v^6+8*v^8-v^10)*z^2+(v^2-v^4-7*v^6+3*v^8)*z^4+(-v^4-2*v^6)*z^6
11a_305,(-v^(-4)+v^(-2)+2-v^2)+(2*v^(-4)-5*v^(-2)+7-2*v^2)*z^2+(3*v^(-4)-9*v^(-2)+7-v^2)*z^4+(v^(-4)-5*v^(-2)+2)*z^6+(-v^(-2))*z^8
11a_306,(v^(-8)-4*v^(-6)+4*v^(-4))+(2*v^(-8)-10*v^(-6)+14*v^(-4)-4*v^(-2))*z^2+(v^(-8)-8*v^(-6)+14*v^(-4)-4*v^(-2))*z^4+(-2*v^(-6)+6*v^(-4)-v^(-2))*z^6+(v^(-4))*z^8
11a_307,(v^(-8)-3*v^(-6)+2*v^(-4)+v^(-2))+(v^(-8)-5*v^(-6)+4*v^(-4)+3*v^(-2)-2)*z^2+(-2*v^(-6)+3*v^(-4)+3*v^(-2)-1)*z^4+(v^(-4)+v^(-2))*z^6
11a_308,(2*v^4-2*v^6+3*v^8-2*v^10)+(7*v^4-9*v^6+11*v^8-3*v^10)*z^2+(5*v^4-12*v^6+9*v^8-v^10)*z^4+(v^4-6*v^6+2*v^8)*z^6+(-v^6)*z^8
11a_309,(2*v^4-v^6+v^8-v^10)+(2*v^2+v^4-v^6+4*v^8-v^10)*z^2+(v^2-2*v^4-2*v^6+2*v^8)*z^4+(-v^4-v^6)*z^6
11a_310,(v^2-v^6+3*v^8-2*v^10)+(3*v^2-v^4-2*v^6+6*v^8-v^10)*z^2+(v^2-3*v^4-3*v^6+2*v^8)*z^4+(-v^4-v^6)*z^6
11a_311,(v^2+v^8-v^10)+(1+v^2-v^4+v^6+2*v^8)*z^2+(-v^2-2*v^4-v^6)*z^4
11a_312,(v^(-8)-4*v^(-6)+4*v^(-4))+(v^(-8)-7*v^(-6)+9*v^(-4)+v^(-2)-2)*z^2+(-3*v^(-6)+7*v^(-4)+2*v^(-2)-1)*z^4+(2*v^(-4)+v^(-2))*z^6
11a_313,(v^(-8)-3*v^(-6)+2*v^(-4)+v^(-2))+(-3*v^(-6)+3*v^(-4)+2*v^(-2)-v^2)*z^2+(2*v^(-4)+2*v^(-2)+1)*z^4
11a_314,(2-2*v^2+v^4)+(1-5*v^2+5*v^4-2*v^6)*z^2+(2-6*v^2+6*v^4-v^6)*z^4+(1-4*v^2+2*v^4)*z^6+(-v^2)*z^8
11a_315,(-2*v^(-2)+6-4*v^2+v^4)+(-4*v^(-2)+12-9*v^2+2*v^4)*z^2+(-3*v^(-2)+11-7*v^2+v^4)*z^4+(-v^(-2)+5-2*v^2)*z^6+(1)*z^8
11a_316,(-3*v^(-2)+8-5*v^2+v^4)+(-6*v^(-2)+17-11*v^2+2*v^4)*z^2+(-4*v^(-2)+15-8*v^2+v^4)*z^4+(-v^(-2)+6-2*v^2)*z^6+(1)*z^8
11a_317,(-2*v^(-6)+5*v^(-4)-4*v^(-2)+2)+(-v^(-6)+8*v^(-4)-9*v^(-2)+2+v^2)*z^2+(3*v^(-4)-7*v^(-2)-1+v^2)*z^4+(-2*v^(-2)-1)*z^6
11a_318,(v^6+2*v^8-v^10-v^12)+(3*v^6+11*v^8-2*v^10-2*v^12)*z^2+(3*v^6+11*v^8+v^10-v^12)*z^4+(v^6+3*v^8+v^10)*z^6
11a_319,(5*v^8-4*v^10)+(2*v^6+14*v^8-4*v^10-2*v^12)*z^2+(3*v^6+12*v^8+v^10-v^12)*z^4+(v^6+3*v^8+v^10)*z^6
11a_320,(v^6+3*v^8-3*v^10)+(v^4+4*v^6+7*v^8-2*v^10-v^12)*z^2+(v^4+3*v^6+4*v^8+v^10)*z^4
11a_321,(-2*v^(-10)+3*v^(-8)-2*v^(-6)+2*v^(-4))+(-v^(-10)+7*v^(-8)-5*v^(-6)+3*v^(-4)+2*v^(-2))*z^2+(3*v^(-8)-6*v^(-6)-v^(-4)+v^(-2))*z^4+(-2*v^(-6)-v^(-4))*z^6
11a_322,(-2*v^(-6)+4*v^(-4)-2*v^(-2)+1)+(-v^(-6)+5*v^(-4)-2*v^(-2)-1+v^2)*z^2+(-v^(-6)+2*v^(-4)-2)*z^4+(v^(-4)+v^(-2))*z^6
11a_323,(-v^(-4)+v^(-2)+3-3*v^2+v^4)+(-2*v^(-4)+3*v^(-2)+4-5*v^2+v^4)*z^2+(-v^(-4)+3*v^(-2)+3-2*v^2)*z^4+(v^(-2)+1)*z^6
11a_324,(-v^(-10)+v^(-8)-v^(-6)+2*v^(-4))+(3*v^(-8)-v^(-6)+v^(-4)+v^(-2)+1)*z^2+(-2*v^(-6)-2*v^(-4)-v^(-2))*z^4
11a_325,(-v^(-8)+2*v^(-6)-2*v^(-2)+2)+(3*v^(-6)-v^(-4)-4*v^(-2)+1+v^2)*z^2+(-2*v^(-4)-3*v^(-2)-1)*z^4
11a_326,(-2*v^(-2)+5-2*v^2)+(-4*v^(-2)+11-6*v^2+v^4)*z^2+(-3*v^(-2)+11-6*v^2+v^4)*z^4+(-v^(-2)+5-2*v^2)*z^6+(1)*z^8
11a_327,(3*v^4-2*v^6)+(-v^2+7*v^4-4*v^6+v^8)*z^2+(-1+5*v^4-3*v^6)*z^4+(v^2+2*v^4)*z^6
11a_328,(4*v^4-5*v^6+3*v^8-v^10)+(v^2+5*v^4-8*v^6+6*v^8-v^10)*z^2+(v^2-6*v^6+3*v^8)*z^4+(-v^4-2*v^6)*z^6
11a_329,(v^6+4*v^8-5*v^10+v^12)+(5*v^6+8*v^8-4*v^10-v^12)*z^2+(v^4+4*v^6+5*v^8+v^10)*z^4
11a_330,(-3*v^(-6)+7*v^(-4)-5*v^(-2)+2)+(-5*v^(-6)+16*v^(-4)-12*v^(-2)+3)*z^2+(-4*v^(-6)+14*v^(-4)-9*v^(-2)+1)*z^4+(-v^(-6)+6*v^(-4)-2*v^(-2))*z^6+(v^(-4))*z^8
11a_331,(-2*v^(-6)+4*v^(-4)-v^(-2)-1+v^2)+(-2*v^(-6)+6*v^(-4)-v^(-2)-3+v^2)*z^2+(-v^(-6)+3*v^(-4)+v^(-2)-2)*z^4+(v^(-4)+v^(-2))*z^6
11a_332,(-2*v^(-2)+6-4*v^2+v^4)+(-2*v^(-2)+8-7*v^2+2*v^4)*z^2+(-2*v^(-2)+7-6*v^2+v^4)*z^4+(-v^(-2)+4-2*v^2)*z^6+(1)*z^8
11a_333,(v^(-8)-2*v^(-6)+2*v^(-2))+(-2*v^(-6)+3*v^(-2)-v^2)*z^2+(v^(-4)+2*v^(-2)+1)*z^4
11a_334,(3*v^8-2*v^12)+(13*v^8+6*v^10-7*v^12)*z^2+(16*v^8+11*v^10-5*v^12)*z^4+(7*v^8+6*v^10-v^12)*z^6+(v^8+v^10)*z^8
11a_335,(v^6+v^8+v^10-2*v^12)+(4*v^6+8*v^8+2*v^10-3*v^12)*z^2+(4*v^6+8*v^8+3*v^10-v^12)*z^4+(v^6+2*v^8+v^10)*z^6
11a_336,(4*v^8-2*v^10-v^12)+(3*v^6+11*v^8-3*v^12)*z^2+(4*v^6+9*v^8+3*v^10-v^12)*z^4+(v^6+2*v^8+v^10)*z^6
11a_337,(v^6+2*v^8-v^10-v^12)+(v^4+5*v^6+5*v^8-v^12)*z^2+(v^4+3*v^6+3*v^8+v^10)*z^4
11a_338,(4*v^8-2*v^10-v^12)+(16*v^8-v^10-4*v^12)*z^2+(17*v^8+6*v^10-4*v^12)*z^4+(7*v^8+5*v^10-v^12)*z^6+(v^8+v^10)*z^8
11a_339,(2*v^6-v^8+2*v^10-2*v^12)+(7*v^6+v^8+5*v^10-3*v^12)*z^2+(5*v^6+3*v^8+4*v^10-v^12)*z^4+(v^6+v^8+v^10)*z^6
11a_340,(5*v^8-4*v^10)+(4*v^6+10*v^8-2*v^10-2*v^12)*z^2+(4*v^6+8*v^8+2*v^10-v^12)*z^4+(v^6+2*v^8+v^10)*z^6
11a_341,(2*v^6-v^12)+(2*v^4+4*v^6+3*v^8+v^10-v^12)*z^2+(v^4+2*v^6+2*v^8+v^10)*z^4
11a_342,(v^4+2*v^10-2*v^12)+(3*v^4+2*v^6+2*v^8+3*v^10-v^12)*z^2+(v^4+v^6+v^8+v^10)*z^4
11a_343,(v^4+v^8-v^12)+(v^2+2*v^4+2*v^6+2*v^8+v^10)*z^2
11a_344,(3*v^4-3*v^6+2*v^8-v^10)+(2*v^2+3*v^4-6*v^6+6*v^8-v^10)*z^2+(v^2-v^4-6*v^6+3*v^8)*z^4+(-v^4-2*v^6)*z^6
11a_345,(v^2+v^4-2*v^6+2*v^8-v^10)+(1+v^2-2*v^6+3*v^8)*z^2+(-v^2-2*v^4-2*v^6)*z^4
11a_346,(2-4*v^2+5*v^4-2*v^6)+(3-12*v^2+15*v^4-5*v^6)*z^2+(1-9*v^2+14*v^4-4*v^6)*z^4+(-2*v^2+6*v^4-v^6)*z^6+(v^4)*z^8
11a_347,(v^(-2)-3*v^2+5*v^4-2*v^6)+(v^(-2)-3-2*v^2+6*v^4-2*v^6)*z^2+(-2+v^2+3*v^4-v^6)*z^4+(v^2+v^4)*z^6
11a_348,(3*v^2-3*v^4+v^6)+(2*v^2-v^4-3*v^6+2*v^8)*z^2+(-2*v^2+4*v^4-6*v^6+v^8)*z^4+(-v^2+4*v^4-2*v^6)*z^6+(v^4)*z^8
11a_349,(1+v^2-2*v^4+v^6)+(v^2-2*v^4-v^6+v^8)*z^2+(-1+v^2-2*v^6)*z^4+(v^2+v^4)*z^6
11a_350,(2*v^(-2)-3+2*v^2)+(-1-2*v^2+v^4)*z^2+(-2*v^(-2)+5-5*v^2+v^4)*z^4+(-v^(-2)+4-2*v^2)*z^6+(1)*z^8
11a_351,(v^(-2)-1+v^2)+(1-4*v^2+2*v^4)*z^2+(-2*v^(-2)+5-6*v^2+v^4)*z^4+(-v^(-2)+4-2*v^2)*z^6+(1)*z^8
11a_352,(2*v^(-2)-3+2*v^2)+(-2+v^2-2*v^4+v^6)*z^2+(-v^(-2)+1+v^2-2*v^4)*z^4+(1+v^2)*z^6
11a_353,(4*v^8-2*v^10-v^12)+(2*v^6+14*v^8-3*v^10-2*v^12)*z^2+(3*v^6+12*v^8+v^10-v^12)*z^4+(v^6+3*v^8+v^10)*z^6
11a_354,(5*v^8-4*v^10)+(v^4+4*v^6+8*v^8-2*v^10-v^12)*z^2+(v^4+3*v^6+4*v^8+v^10)*z^4
11a_355,(2*v^8+2*v^10-3*v^12)+(13*v^8+7*v^10-7*v^12)*z^2+(16*v^8+11*v^10-5*v^12)*z^4+(7*v^8+6*v^10-v^12)*z^6+(v^8+v^10)*z^8
11a_356,(3*v^8-2*v^12)+(4*v^6+9*v^8+2*v^10-3*v^12)*z^2+(4*v^6+8*v^8+3*v^10-v^12)*z^4+(v^6+2*v^8+v^10)*z^6
11a_357,(4*v^8-2*v^10-v^12)+(4*v^6+10*v^8-v^10-2*v^12)*z^2+(4*v^6+8*v^8+2*v^10-v^12)*z^4+(v^6+2*v^8+v^10)*z^6
11a_358,(v^6+3*v^10-3*v^12)+(6*v^6+3*v^8+7*v^10-4*v^12)*z^2+(5*v^6+4*v^8+5*v^10-v^12)*z^4+(v^6+v^8+v^10)*z^6
11a_359,(v^6+v^8+v^10-2*v^12)+(2*v^4+4*v^6+4*v^8+2*v^10-v^12)*z^2+(v^4+2*v^6+2*v^8+v^10)*z^4
11a_360,(v^6+2*v^8-v^10-v^12)+(2*v^4+4*v^6+4*v^8+v^10-v^12)*z^2+(v^4+2*v^6+2*v^8+v^10)*z^4
11a_361,(4*v^8-2*v^10-v^12)+(2*v^4+3*v^6+7*v^8-v^12)*z^2+(v^4+2*v^6+3*v^8+v^10)*z^4
11a_362,(v^6+2*v^8-v^10-v^12)+(v^2+2*v^4+3*v^6+3*v^8+v^10)*z^2
11a_363,(2*v^6-v^12)+(v^2+2*v^4+3*v^6+2*v^8+v^10)*z^2
11a_364,(v^8+4*v^10-4*v^12)+(10*v^8+14*v^10-10*v^12)*z^2+(15*v^8+16*v^10-6*v^12)*z^4+(7*v^8+7*v^10-v^12)*z^6+(v^8+v^10)*z^8
11a_365,(2*v^8+2*v^10-3*v^12)+(3*v^6+10*v^8+4*v^10-4*v^12)*z^2+(4*v^6+9*v^8+4*v^10-v^12)*z^4+(v^6+2*v^8+v^10)*z^6
11a_366,(3*v^8-2*v^12)+(v^4+5*v^6+6*v^8+v^10-v^12)*z^2+(v^4+3*v^6+3*v^8+v^10)*z^4
11a_367,(6*v^10-5*v^12)+(35*v^10-20*v^12)*z^2+(56*v^10-21*v^12)*z^4+(36*v^10-8*v^12)*z^6+(10*v^10-v^12)*z^8+(v^10)*z^10
11n_1,(-v^(-10)+2*v^(-8)-2*v^(-6)+v^(-4)+v^(-2))+(2*v^(-8)-2*v^(-6)+2*v^(-4)+v^(-2))*z^2+(-v^(-6))*z^4
11n_2,(2*v^2-v^4-v^6+2*v^8-v^10)+(3*v^2-2*v^4-2*v^6+3*v^8)*z^2+(v^2-3*v^4-3*v^6+v^8)*z^4+(-v^4-v^6)*z^6
11n_3,(-v^(-6)+3*v^(-4)-2*v^(-2)+v^2)+(3*v^(-4)-4*v^(-2)-1+v^2)*z^2+(-2*v^(-2)-1)*z^4
11n_4,(-v^(-2)+4-3*v^2+v^4)+(-v^(-2)+5-6*v^2+2*v^4)*z^2+(2-4*v^2+v^4)*z^4+(-v^2)*z^6
11n_5,(3-4*v^2+2*v^4)+(2-7*v^2+4*v^4-v^6)*z^2+(-3*v^2+3*v^4-v^6)*z^4+(v^4)*z^6
11n_6,(-2*v^(-6)+5*v^(-4)-3*v^(-2)+v^2)+(-v^(-6)+7*v^(-4)-7*v^(-2)+v^2)*z^2+(2*v^(-4)-5*v^(-2))*z^4+(-v^(-2))*z^6
11n_7,(v^(-2)-2+2*v^2+v^4-v^6)+(v^(-2)-4+4*v^2)*z^2+(-2+3*v^2-v^4)*z^4+(v^2)*z^6
11n_8,(-v^(-8)+v^(-6)+v^(-2))+(-v^(-8)+4*v^(-6)-2*v^(-4)+2*v^(-2))*z^2+(2*v^(-6)-3*v^(-4)+v^(-2))*z^4+(-v^(-4))*z^6
11n_9,(5*v^4-8*v^6+6*v^8-2*v^10)+(10*v^4-17*v^6+12*v^8-2*v^10)*z^2+(6*v^4-16*v^6+7*v^8)*z^4+(v^4-7*v^6+v^8)*z^6+(-v^6)*z^8
11n_10,(-v^(-10)+2*v^(-8)-3*v^(-6)+3*v^(-4))+(-v^(-10)+4*v^(-8)-4*v^(-6)+5*v^(-4))*z^2+(2*v^(-8)-3*v^(-6)+2*v^(-4))*z^4+(-v^(-6))*z^6
11n_11,(1-2*v^2+4*v^4-2*v^6)+(1-4*v^2+7*v^4-2*v^6)*z^2+(-2*v^2+4*v^4-v^6)*z^4+(v^4)*z^6
11n_12,(1-v^2+2*v^4-v^6)+(-v^2+3*v^4-v^6)*z^2+(v^4)*z^4
11n_13,(4*v^4-6*v^6+5*v^8-2*v^10)+(10*v^4-15*v^6+10*v^8-v^10)*z^2+(6*v^4-16*v^6+6*v^8)*z^4+(v^4-7*v^6+v^8)*z^6+(-v^6)*z^8
11n_14,(-2*v^(-10)+4*v^(-8)-4*v^(-6)+3*v^(-4))+(-v^(-10)+6*v^(-8)-6*v^(-6)+6*v^(-4))*z^2+(2*v^(-8)-4*v^(-6)+2*v^(-4))*z^4+(-v^(-6))*z^6
11n_15,(2-4*v^2+5*v^4-2*v^6)+(1-6*v^2+9*v^4-3*v^6)*z^2+(-2*v^2+5*v^4-v^6)*z^4+(v^4)*z^6
11n_16,(v^2+v^4-2*v^6+2*v^8-v^10)+(3*v^2-4*v^6+4*v^8)*z^2+(v^2-3*v^4-4*v^6+v^8)*z^4+(-v^4-v^6)*z^6
11n_17,(-v^(-10)+v^(-8)+v^(-2))+(2*v^(-8)+2*v^(-2))*z^2+(-v^(-6)-v^(-4))*z^4
11n_18,(v^(-2)-1+2*v^4-v^6)+(-2+v^2+2*v^4-v^6)*z^2+(v^2+v^4)*z^4
11n_19,(-v^(-6)+4*v^(-4)-5*v^(-2)+3)+(5*v^(-4)-10*v^(-2)+4)*z^2+(v^(-4)-6*v^(-2)+1)*z^4+(-v^(-2))*z^6
11n_20,(v^(-4)-v^(-2)+v^2)+(v^(-4)-2*v^(-2)-2+v^2)*z^2+(-v^(-2)-1)*z^4
11n_21,(-v^(-2)+4-3*v^2+v^4)+(-v^(-2)+5-6*v^2+2*v^4)*z^2+(2-4*v^2+v^4)*z^4+(-v^2)*z^6
11n_22,(4*v^4-4*v^6+v^8)+(-v^2+7*v^4-5*v^6+v^8)*z^2+(-v^2+4*v^4-2*v^6)*z^4+(v^4)*z^6
11n_23,(-3*v^2+10*v^4-7*v^6+v^8)+(-7*v^2+22*v^4-11*v^6+v^8)*z^2+(-5*v^2+18*v^4-6*v^6)*z^4+(-v^2+7*v^4-v^6)*z^6+(v^4)*z^8
11n_24,(-2*v^(-2)+5-2*v^2)+(-3*v^(-2)+8-3*v^2)*z^2+(-v^(-2)+5-v^2)*z^4+(1)*z^6
11n_25,(2-3*v^2+3*v^4-v^6)+(1-5*v^2+6*v^4-2*v^6)*z^2+(-2*v^2+4*v^4-v^6)*z^4+(v^4)*z^6
11n_26,(1-2*v^2+4*v^4-2*v^6)+(2-5*v^2+6*v^4-v^6)*z^2+(1-4*v^2+2*v^4)*z^4+(-v^2)*z^6
